id,split,MinTemp,MaxTemp,MedTemp,Rainfall,Sunshine,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
2008-02-18,labeled,18.6,25.3,21.950000000000003,0.0,4.5,70.0,59.0,1021.7,1019.4,21.2,23.8
2008-02-19,labeled,19.0,24.8,21.9,0.0,7.5,79.0,65.0,1018.0,1015.4,20.8,23.4
2008-02-20,labeled,18.3,26.4,22.35,0.0,11.1,80.0,60.0,1013.4,1010.8,21.3,25.2
2008-02-21,labeled,20.6,26.8,23.700000000000003,0.0,6.4,86.0,62.0,1011.4,1009.7,22.1,24.9
2008-02-22,labeled,19.1,25.4,22.25,0.4,9.4,77.0,66.0,1009.2,1003.1,22.3,24.9
2008-02-23,labeled,20.5,26.0,23.25,0.0,12.2,38.0,45.0,1007.4,1007.0,22.5,24.0
2008-02-24,labeled,16.5,28.3,22.4,0.0,12.0,48.0,40.0,1007.9,1008.0,21.2,26.1
2008-02-25,labeled,20.5,24.2,22.35,0.0,1.5,58.0,54.0,1017.5,1016.9,21.6,23.5
2008-02-26,labeled,19.3,26.2,22.75,0.0,8.4,73.0,65.0,1018.3,1015.6,23.0,25.8
2008-02-27,labeled,19.0,29.0,24.0,22.2,3.3,82.0,52.0,1014.1,1010.6,21.3,24.7
2008-02-28,labeled,17.9,21.4,19.65,4.2,0.0,77.0,88.0,1010.0,1010.1,20.4,19.2
2008-02-29,labeled,14.7,20.6,17.65,33.0,8.9,65.0,51.0,1015.3,1015.6,17.1,19.9
2008-03-01,labeled,12.8,22.0,17.4,0.2,11.3,55.0,46.0,1020.9,1020.6,15.9,21.2
2008-03-02,labeled,14.2,23.4,18.8,5.4,7.3,93.0,54.0,1026.2,1025.2,15.1,22.4
2008-03-03,labeled,15.0,23.1,19.05,0.2,11.2,78.0,57.0,1025.8,1022.5,18.2,22.5
2008-03-04,labeled,15.5,25.4,20.45,0.0,11.3,77.0,57.0,1020.5,1018.6,18.7,23.8
2008-03-05,labeled,18.7,25.8,22.25,0.0,8.7,72.0,64.0,1024.8,1024.2,22.6,24.1
2008-03-06,labeled,19.6,26.0,22.8,0.0,10.4,67.0,65.0,1024.2,1019.8,22.1,24.7
2008-03-07,labeled,19.9,24.9,22.4,0.0,4.5,83.0,75.0,1021.3,1020.7,22.9,23.3
2008-03-08,labeled,16.5,24.8,20.65,17.4,9.6,88.0,71.0,1023.4,1022.3,18.8,21.5
2008-03-09,labeled,16.4,24.3,20.35,0.0,10.2,82.0,64.0,1025.5,1025.2,19.7,23.8
2008-03-10,labeled,19.3,26.3,22.8,0.0,10.8,76.0,50.0,1025.1,1022.5,22.9,25.5
2008-03-11,labeled,18.6,26.1,22.35,0.0,11.3,72.0,58.0,1022.0,1021.4,21.9,26.0
2008-03-12,labeled,19.3,26.4,22.85,0.0,11.1,77.0,60.0,1021.9,1018.8,22.2,25.0
2008-03-13,labeled,19.2,26.1,22.65,0.0,10.6,84.0,69.0,1019.7,1019.0,22.4,25.3
2008-03-14,labeled,18.8,26.0,22.4,0.0,11.0,84.0,62.0,1022.8,1020.0,21.8,25.7
2008-03-15,labeled,19.3,26.1,22.700000000000003,0.0,11.3,80.0,64.0,1022.1,1020.9,22.5,25.6
2008-03-16,labeled,19.7,25.8,22.75,0.0,10.1,81.0,69.0,1024.6,1022.6,22.8,24.7
2008-03-17,labeled,19.5,25.7,22.6,0.0,10.0,82.0,60.0,1024.8,1022.8,22.0,25.4
2008-03-18,labeled,19.0,26.7,22.85,0.0,9.7,73.0,58.0,1023.3,1020.0,22.2,25.6
2008-03-19,labeled,19.9,26.9,23.4,0.0,6.3,70.0,60.0,1021.2,1019.4,23.9,24.9
2008-03-20,labeled,19.7,28.1,23.9,0.0,10.4,70.0,58.0,1014.3,1009.6,23.5,27.6
2008-03-21,labeled,17.7,19.6,18.65,1.0,0.0,87.0,80.0,1017.3,1018.9,17.8,18.4
2008-03-22,labeled,16.9,23.2,20.05,2.2,0.6,81.0,60.0,1022.8,1022.2,19.6,21.7
2008-03-23,labeled,16.3,24.8,20.55,0.4,6.1,82.0,57.0,1023.1,1020.6,18.5,24.8
2008-03-24,labeled,18.5,24.3,21.4,17.0,8.0,95.0,72.0,1018.7,1015.3,19.9,23.3
2008-03-25,labeled,19.8,27.5,23.65,0.4,2.5,81.0,58.0,1011.1,1006.9,21.4,27.0
2008-03-26,labeled,17.0,27.2,22.1,19.0,10.5,76.0,38.0,1008.9,1007.9,20.5,27.1
2008-03-27,labeled,15.0,23.6,19.3,0.0,11.0,52.0,42.0,1014.7,1013.4,17.5,21.8
2008-03-28,labeled,15.2,21.7,18.45,0.0,8.3,71.0,51.0,1017.1,1016.2,18.3,21.2
2008-03-29,labeled,14.4,22.9,18.65,0.2,9.3,85.0,65.0,1015.4,1011.2,16.7,21.7
2008-03-30,labeled,13.1,26.8,19.95,0.0,10.9,61.0,22.0,1013.0,1009.0,16.9,25.9
2008-03-31,labeled,13.5,25.6,19.55,0.0,10.4,57.0,31.0,1015.0,1012.5,16.3,24.9
2008-04-01,labeled,13.7,23.9,18.8,0.0,11.0,55.0,54.0,1023.0,1021.5,16.7,23.3
2008-04-02,labeled,14.1,28.7,21.4,0.0,10.5,75.0,34.0,1019.0,1012.4,17.8,28.0
2008-04-03,labeled,16.4,22.2,19.3,0.0,9.7,42.0,21.0,1009.9,1010.8,16.6,21.2
2008-04-04,labeled,11.2,22.2,16.7,0.0,10.6,47.0,37.0,1020.8,1019.2,13.9,21.0
2008-04-05,labeled,11.6,22.7,17.15,0.0,10.7,71.0,50.0,1024.5,1023.4,15.2,21.0
2008-04-06,labeled,13.1,22.7,17.9,0.0,6.4,71.0,55.0,1027.2,1024.6,17.7,22.1
2008-04-07,labeled,15.3,22.0,18.65,12.0,4.7,83.0,70.0,1026.3,1024.2,18.2,19.8
2008-04-08,labeled,14.6,22.1,18.35,9.6,5.1,86.0,75.0,1026.5,1024.1,17.0,18.9
2008-04-09,labeled,15.6,22.2,18.9,22.8,5.8,96.0,62.0,1024.6,1021.4,16.3,21.1
2008-04-10,labeled,13.8,22.7,18.25,2.2,10.6,77.0,60.0,1022.1,1019.7,18.7,21.9
2008-04-11,labeled,14.1,23.5,18.8,0.0,8.9,83.0,61.0,1020.1,1017.5,17.1,22.1
2008-04-12,labeled,14.0,23.8,18.9,0.0,7.8,79.0,59.0,1018.6,1016.0,17.6,22.2
2008-04-13,labeled,15.1,22.7,18.9,0.0,6.6,81.0,75.0,1016.4,1013.4,17.4,19.7
2008-04-14,labeled,13.2,18.9,16.049999999999997,11.0,5.2,82.0,64.0,1019.6,1019.2,15.9,18.8
2008-04-15,labeled,13.8,19.7,16.75,2.8,1.7,85.0,71.0,1025.4,1023.9,15.9,19.0
2008-04-16,labeled,13.8,20.9,17.35,1.4,2.2,78.0,85.0,1026.4,1024.6,17.2,16.2
2008-04-17,labeled,14.9,19.7,17.3,4.6,0.8,91.0,72.0,1025.1,1023.4,16.4,19.4
2008-04-18,labeled,15.3,20.0,17.65,6.4,0.3,94.0,75.0,1025.4,1023.7,16.4,19.6
2008-04-19,labeled,15.9,21.4,18.65,5.0,5.0,51.0,61.0,1027.2,1026.1,19.3,19.5
2008-04-20,labeled,15.2,19.1,17.15,2.8,1.3,79.0,75.0,1026.6,1023.7,17.3,18.4
2008-04-21,labeled,14.7,19.3,17.0,21.8,4.6,91.0,70.0,1023.2,1021.4,16.6,19.0
2008-04-22,labeled,14.4,20.3,17.35,10.2,2.0,90.0,55.0,1023.6,1022.3,16.1,20.1
2008-04-23,labeled,14.7,17.9,16.299999999999997,12.6,0.7,90.0,89.0,1024.0,1022.1,16.2,17.2
2008-04-24,labeled,14.7,20.0,17.35,15.6,2.5,93.0,80.0,1021.3,1018.6,16.8,19.3
2008-04-25,labeled,16.8,21.2,19.0,5.4,2.6,55.0,69.0,1021.3,1013.9,19.7,20.3
2008-04-26,labeled,12.7,24.8,18.75,0.4,10.2,81.0,38.0,1011.2,1007.0,15.6,24.6
2008-04-27,labeled,15.6,26.1,20.85,0.0,7.6,51.0,28.0,1005.2,999.1,20.3,25.7
2008-04-28,labeled,11.9,16.8,14.35,0.0,8.5,46.0,33.0,1007.4,1008.6,13.7,15.6
2008-04-29,labeled,8.6,18.4,13.5,0.0,10.5,54.0,41.0,1020.4,1019.8,11.7,17.8
2008-04-30,labeled,8.4,19.6,14.0,0.0,9.8,68.0,50.0,1024.2,1021.3,11.6,18.1
2008-05-01,labeled,11.6,18.2,14.9,0.0,2.7,74.0,56.0,1019.7,1016.7,13.4,18.1
2008-05-02,labeled,10.8,22.2,16.5,0.0,9.1,65.0,44.0,1018.7,1015.3,14.5,21.7
2008-05-03,labeled,10.9,19.6,15.25,0.0,10.5,62.0,52.0,1019.3,1016.9,14.1,18.6
2008-05-04,labeled,9.4,20.3,14.85,0.0,10.3,64.0,47.0,1021.1,1018.3,12.4,19.4
2008-05-05,labeled,9.4,22.3,15.85,0.0,10.0,71.0,34.0,1018.7,1015.2,12.4,22.2
2008-05-06,labeled,11.8,23.6,17.700000000000003,0.0,3.1,74.0,48.0,1017.1,1013.3,13.7,21.1
2008-05-07,labeled,13.0,23.0,18.0,0.0,9.4,57.0,44.0,1014.3,1011.8,16.5,22.0
2008-05-08,labeled,11.0,21.8,16.4,0.0,10.2,63.0,45.0,1019.2,1017.5,14.0,20.8
2008-05-09,labeled,11.0,21.9,16.45,0.0,10.1,75.0,60.0,1021.4,1020.2,14.3,20.6
2008-05-10,labeled,12.6,21.3,16.95,0.0,9.6,86.0,67.0,1022.2,1019.6,15.2,19.3
2008-05-11,labeled,14.0,19.4,16.7,0.0,2.1,84.0,67.0,1023.1,1021.2,16.8,18.7
2008-05-12,labeled,12.4,19.5,15.95,0.0,7.3,88.0,63.0,1023.5,1020.5,14.9,19.2
2008-05-13,labeled,13.2,19.7,16.45,0.0,4.2,88.0,67.0,1023.4,1021.7,15.0,18.1
2008-05-14,labeled,11.2,20.6,15.9,0.0,9.7,82.0,64.0,1023.8,1020.5,13.8,20.0
2008-05-15,labeled,12.0,21.4,16.7,0.2,8.7,90.0,60.0,1022.2,1017.8,13.9,21.3
2008-05-16,labeled,13.8,23.2,18.5,1.2,6.4,78.0,66.0,1017.1,1013.0,15.9,20.9
2008-05-17,labeled,15.2,21.8,18.5,0.0,6.9,52.0,41.0,1008.4,1003.6,19.2,20.9
2008-05-18,labeled,8.8,17.8,13.3,0.0,9.4,57.0,36.0,1007.0,1006.3,11.6,17.0
2008-05-19,labeled,10.7,20.5,15.6,0.0,9.9,58.0,36.0,1015.7,1013.3,12.5,20.3
2008-05-20,labeled,10.3,21.7,16.0,0.0,10.0,64.0,38.0,1020.1,1017.5,13.0,21.3
2008-05-21,labeled,11.1,18.9,15.0,0.0,6.1,74.0,64.0,1022.4,1022.8,13.5,17.3
2008-05-22,labeled,11.9,18.7,15.3,0.0,7.5,63.0,52.0,1028.2,1026.2,15.1,17.4
2008-05-23,labeled,11.0,18.4,14.7,0.0,5.4,76.0,53.0,1026.9,1024.6,12.7,17.1
2008-05-24,labeled,11.4,20.1,15.75,0.0,9.1,71.0,39.0,1025.4,1022.7,13.3,19.3
2008-05-25,labeled,8.8,18.3,13.55,0.0,6.5,78.0,58.0,1025.1,1022.2,11.1,16.9
2008-05-26,labeled,10.9,21.1,16.0,0.4,9.1,81.0,58.0,1025.9,1022.6,12.9,19.5
2008-05-27,labeled,11.5,22.4,16.95,0.0,8.7,82.0,71.0,1024.6,1021.8,13.6,19.1
2008-05-28,labeled,11.0,19.2,15.1,0.0,3.9,80.0,74.0,1025.6,1023.9,12.8,18.6
2008-05-29,labeled,11.0,18.6,14.8,1.0,4.6,86.0,76.0,1030.2,1029.1,12.7,17.6
2008-05-30,labeled,10.9,21.0,15.95,0.2,5.6,87.0,58.0,1032.0,1028.7,12.7,19.6
2008-05-31,labeled,10.8,20.1,15.45,0.0,9.4,90.0,61.0,1028.6,1026.66,11.7,19.4
2008-06-01,labeled,11.6,20.5,16.05,0.2,0.3,91.0,74.0,1029.3,1027.0,14.3,18.7
2008-06-02,labeled,14.3,17.6,15.95,22.0,0.1,97.0,90.0,1027.3,1024.8,15.3,17.1
2008-06-03,labeled,15.2,19.1,17.15,4.0,0.0,98.0,90.0,1026.4,1024.1,15.6,16.7
2008-06-04,labeled,15.5,18.3,16.9,9.2,0.0,87.0,88.0,1023.1,1020.5,17.5,17.2
2008-06-05,labeled,15.2,16.9,16.049999999999997,46.4,0.0,82.0,84.0,1020.1,1018.6,16.0,16.6
2008-06-06,labeled,14.7,17.4,16.049999999999997,12.4,1.8,81.0,70.0,1021.2,1020.3,15.1,16.6
2008-06-07,labeled,11.7,18.2,14.95,0.0,8.8,76.0,49.0,1025.0,1025.7,13.3,17.9
2008-06-08,labeled,12.7,17.7,15.2,6.0,0.5,97.0,71.0,1032.1,1029.8,14.1,17.2
2008-06-09,labeled,13.0,16.9,14.95,3.6,1.2,96.0,89.0,1030.9,1028.0,13.9,16.2
2008-06-10,labeled,12.4,19.9,16.15,1.6,3.9,98.0,68.0,1027.5,1023.9,13.2,19.1
2008-06-11,labeled,13.2,19.9,16.549999999999997,0.0,0.0,74.0,70.0,1022.9,1020.6,17.3,19.6
2008-06-12,labeled,13.7,22.1,17.9,5.4,6.9,97.0,64.0,1022.4,1018.1,14.1,20.1
2008-06-13,labeled,14.0,18.8,16.4,0.0,8.6,67.0,42.0,1012.2,1011.5,16.6,16.7
2008-06-14,labeled,9.6,14.6,12.1,0.0,3.4,49.0,52.0,1022.0,1022.5,11.2,14.1
2008-06-15,labeled,10.6,15.3,12.95,0.0,0.1,75.0,87.0,1024.4,1022.8,13.7,14.5
2008-06-16,labeled,13.3,16.8,15.05,7.2,2.4,86.0,83.0,1024.2,1023.0,15.0,15.8
2008-06-17,labeled,13.1,17.5,15.3,3.4,1.3,88.0,73.0,1026.7,1024.8,14.2,17.3
2008-06-18,labeled,13.6,19.4,16.5,0.0,4.1,90.0,69.0,1025.5,1022.1,14.8,19.2
2008-06-19,labeled,12.8,20.3,16.55,0.0,5.0,91.0,69.0,1020.3,1017.4,13.9,18.6
2008-06-20,labeled,13.8,17.9,15.85,3.6,0.6,81.0,60.0,1018.3,1016.2,14.3,17.2
2008-06-21,labeled,11.6,18.5,15.05,2.2,9.4,66.0,40.0,1020.7,1018.9,13.2,18.0
2008-06-22,labeled,9.7,17.3,13.5,0.0,9.3,61.0,54.0,1023.2,1024.0,11.4,16.3
2008-06-23,labeled,8.2,17.1,12.65,0.0,7.0,74.0,43.0,1023.7,1020.4,9.9,17.0
2008-06-24,labeled,9.2,19.2,14.2,0.0,9.2,72.0,45.0,1027.0,1023.1,10.7,18.8
2008-06-25,labeled,9.9,19.6,14.75,0.0,9.8,69.0,43.0,1024.6,1020.6,11.8,19.4
2008-06-26,labeled,10.2,20.2,15.2,0.0,9.7,47.0,38.0,1017.0,1016.8,14.6,19.3
2008-06-27,labeled,9.5,19.4,14.45,0.0,9.3,57.0,32.0,1025.9,1023.6,10.8,18.9
2008-06-28,labeled,7.9,18.7,13.3,0.0,8.8,68.0,43.0,1027.6,1024.7,10.1,18.1
2008-06-29,labeled,7.9,21.0,14.45,0.0,9.8,84.0,42.0,1024.1,1018.8,9.2,20.8
2008-06-30,labeled,9.2,22.1,15.65,0.0,9.8,47.0,35.0,1017.1,1010.3,13.8,21.6
2008-07-01,labeled,10.3,19.6,14.95,0.2,9.5,45.0,34.0,1011.0,1008.5,13.1,19.2
2008-07-02,labeled,10.8,19.2,15.0,0.0,9.7,55.0,35.0,1012.5,1011.2,14.6,18.8
2008-07-03,labeled,9.2,17.9,13.55,0.0,9.6,63.0,42.0,1022.7,1020.8,10.7,17.4
2008-07-04,labeled,8.2,15.0,11.6,1.2,0.4,84.0,88.0,1029.0,1028.2,9.1,12.9
2008-07-05,labeled,9.1,17.4,13.25,14.2,2.5,78.0,48.0,1031.9,1028.9,11.3,16.8
2008-07-06,labeled,8.3,18.4,13.35,0.0,7.8,84.0,59.0,1029.2,1025.7,9.8,17.7
2008-07-07,labeled,9.7,19.8,14.75,0.0,4.3,87.0,55.0,1024.4,1019.7,11.3,19.3
2008-07-08,labeled,10.5,17.2,13.85,0.2,5.5,80.0,49.0,1020.9,1017.4,12.1,16.4
2008-07-09,labeled,6.9,13.3,10.1,0.0,4.6,57.0,43.0,1018.0,1015.7,9.6,13.2
2008-07-10,labeled,7.2,15.8,11.5,1.8,4.9,58.0,38.0,1014.6,1010.0,10.2,15.8
2008-07-11,labeled,10.0,16.5,13.25,0.0,9.8,46.0,27.0,1016.5,1017.0,11.3,16.1
2008-07-12,labeled,5.7,15.9,10.8,0.0,8.3,67.0,45.0,1027.5,1023.5,7.8,15.0
2008-07-13,labeled,7.8,17.3,12.55,0.0,0.0,67.0,58.0,1024.2,1021.2,11.5,17.1
2008-07-14,labeled,10.1,23.1,16.6,0.0,6.1,80.0,54.0,1021.5,1017.3,12.0,22.9
2008-07-15,labeled,9.7,19.8,14.75,0.0,9.7,81.0,70.0,1020.8,1018.4,11.1,17.4
2008-07-16,labeled,8.9,18.0,13.45,0.0,9.6,81.0,50.0,1022.2,1019.1,10.8,17.4
2008-07-17,labeled,8.2,18.5,13.35,0.0,9.0,84.0,38.0,1019.2,1013.3,10.1,17.3
2008-07-18,labeled,8.2,18.7,13.45,0.0,8.7,73.0,21.0,1010.1,1007.3,10.1,17.9
2008-07-19,labeled,8.1,18.2,13.15,0.0,9.5,53.0,32.0,1016.2,1014.1,10.9,18.2
2008-07-20,labeled,10.8,17.6,14.2,0.0,0.0,41.0,55.0,1015.4,1008.6,14.6,16.8
2008-07-21,labeled,10.4,17.5,13.95,2.8,9.7,56.0,31.0,1006.2,1008.1,13.1,16.7
2008-07-22,labeled,7.2,15.1,11.15,0.0,10.0,52.0,31.0,1024.8,1025.2,8.8,13.9
2008-07-23,labeled,5.5,14.7,10.1,0.0,4.0,67.0,61.0,1031.5,1029.6,7.0,14.1
2008-07-24,labeled,6.9,15.9,11.4,7.0,1.7,95.0,70.0,1029.3,1025.4,10.9,14.7
2008-07-25,labeled,9.8,12.7,11.25,8.8,0.1,93.0,81.0,1022.6,1020.1,10.5,12.6
2008-07-26,labeled,6.2,17.0,11.6,16.2,8.6,79.0,47.0,1018.3,1014.3,8.4,15.5
2008-07-27,labeled,6.3,17.6,11.95,0.0,7.6,71.0,41.0,1013.1,1008.6,9.1,16.4
2008-07-28,labeled,7.0,13.6,10.3,3.8,3.6,79.0,79.0,1011.3,1011.3,8.4,10.2
2008-07-29,labeled,8.0,15.0,11.5,33.2,6.9,86.0,59.0,1017.2,1015.1,9.1,13.5
2008-07-30,labeled,6.0,17.0,11.5,0.2,9.7,65.0,43.0,1016.7,1013.7,9.4,16.2
2008-07-31,labeled,6.0,20.3,13.15,0.0,10.2,71.0,42.0,1016.6,1011.6,7.9,18.5
2008-08-01,labeled,7.9,20.8,14.35,0.0,1.8,40.0,46.0,1004.8,1003.3,17.2,16.8
2008-08-02,labeled,9.7,16.8,13.25,0.0,10.1,48.0,32.0,1013.2,1013.3,11.9,16.6
2008-08-03,labeled,9.4,18.8,14.1,0.0,10.0,52.0,34.0,1020.4,1017.7,11.6,18.7
2008-08-04,labeled,8.1,17.2,12.65,0.0,5.9,62.0,45.0,1020.4,1017.1,10.6,15.0
2008-08-05,labeled,6.6,16.3,11.45,0.0,8.5,67.0,52.0,1019.1,1016.1,9.2,16.3
2008-08-06,labeled,8.8,15.5,12.15,0.0,3.4,89.0,70.0,1014.9,1015.6,9.5,14.3
2008-08-07,labeled,8.3,16.5,12.4,0.8,6.0,74.0,75.0,1017.9,1014.6,10.9,11.4
2008-08-08,labeled,8.2,18.6,13.4,4.6,5.7,58.0,38.0,1016.4,1016.9,11.7,18.4
2008-08-09,labeled,6.9,17.3,12.1,0.0,9.6,56.0,37.0,1021.9,1018.1,9.9,16.4
2008-08-10,labeled,6.7,15.6,11.15,0.0,5.9,62.0,38.0,1016.2,1011.8,10.5,13.5
2008-08-11,labeled,7.0,15.9,11.45,0.4,10.7,46.0,35.0,1016.0,1015.4,9.4,15.4
2008-08-12,labeled,6.8,16.3,11.55,0.0,10.0,50.0,28.0,1021.7,1018.8,10.7,15.8
2008-08-13,labeled,8.4,17.4,12.9,0.0,10.5,49.0,34.0,1023.0,1021.9,12.2,16.0
2008-08-14,labeled,7.2,18.5,12.85,0.0,10.4,51.0,28.0,1021.1,1015.6,10.2,18.0
2008-08-15,labeled,9.4,18.8,14.1,0.0,10.7,49.0,33.0,1013.4,1010.2,12.4,18.1
2008-08-16,labeled,10.5,18.0,14.25,0.0,9.2,48.0,42.0,1011.8,1010.5,13.2,16.6
2008-08-17,labeled,6.9,16.4,11.65,0.0,10.4,45.0,35.0,1021.9,1021.8,10.4,15.5
2008-08-18,labeled,5.6,15.8,10.7,0.0,7.6,59.0,33.0,1024.9,1021.2,9.2,15.3
2008-08-19,labeled,5.3,17.6,11.45,0.6,10.8,65.0,32.0,1028.8,1025.4,9.5,17.5
2008-08-20,labeled,8.2,19.5,13.85,0.0,7.4,58.0,35.0,1026.6,1023.2,12.6,19.2
2008-08-21,labeled,9.4,20.2,14.8,0.0,1.1,58.0,44.0,1022.5,1017.1,12.0,18.2
2008-08-22,labeled,10.2,11.9,11.05,2.6,0.0,90.0,87.0,1016.1,1015.5,10.5,10.5
2008-08-23,labeled,7.3,14.8,11.05,20.8,5.9,65.0,53.0,1022.8,1024.1,11.2,13.4
2008-08-24,labeled,5.5,17.3,11.4,0.0,10.4,63.0,47.0,1029.6,1027.9,9.8,16.6
2008-08-25,labeled,8.2,16.4,12.3,0.0,7.1,76.0,48.0,1029.9,1024.8,11.1,16.0
2008-08-26,labeled,8.5,21.5,15.0,0.0,9.3,78.0,51.0,1023.4,1019.3,11.1,18.7
2008-08-27,labeled,9.2,17.6,13.4,0.0,8.4,59.0,51.0,1025.1,1025.3,13.1,15.3
2008-08-28,labeled,8.8,16.9,12.85,2.4,8.5,85.0,59.0,1028.0,1025.3,12.0,15.8
2008-08-29,labeled,8.7,18.2,13.45,0.0,10.1,70.0,62.0,1025.7,1022.3,12.5,16.1
2008-08-30,labeled,8.1,16.0,12.05,0.0,6.3,82.0,65.0,1023.4,1019.1,12.1,15.7
2008-08-31,labeled,12.1,19.2,15.65,12.0,0.3,91.0,71.0,1011.2,1009.555,15.3,19.1
2008-09-01,labeled,10.4,21.0,15.7,0.2,11.3,54.0,41.0,1022.9,1020.8,15.0,19.0
2008-09-02,labeled,8.7,20.6,14.65,0.0,11.1,56.0,39.0,1026.1,1024.4,14.1,18.9
2008-09-03,labeled,9.7,17.9,13.8,0.0,6.2,67.0,64.0,1032.6,1032.4,15.8,16.0
2008-09-04,labeled,13.5,17.1,15.3,0.4,0.7,55.0,64.0,1034.2,1031.0,15.4,15.8
2008-09-05,labeled,13.1,15.7,14.4,1.6,0.0,76.0,88.0,1024.9,1020.8,15.6,14.2
2008-09-06,labeled,11.8,14.2,13.0,62.2,0.0,92.0,88.0,1014.8,1013.1,13.0,12.3
2008-09-07,labeled,9.5,19.0,14.25,21.6,9.4,69.0,51.0,1016.4,1014.1,14.1,18.3
2008-09-08,labeled,9.4,17.5,13.45,0.0,9.9,68.0,51.0,1019.5,1018.2,13.9,16.4
2008-09-09,labeled,8.4,16.4,12.4,0.0,10.9,49.0,43.0,1025.0,1021.9,12.6,15.4
2008-09-10,labeled,7.0,16.8,11.9,0.0,10.7,66.0,44.0,1022.7,1019.1,12.4,16.6
2008-09-11,labeled,7.1,17.7,12.4,0.0,10.3,72.0,60.0,1019.2,1014.2,12.3,16.8
2008-09-12,labeled,8.7,24.3,16.5,0.0,10.8,53.0,35.0,1014.9,1010.8,14.8,21.9
2008-09-13,labeled,14.8,30.6,22.700000000000003,0.0,10.6,40.0,47.0,1014.1,1010.4,24.3,25.0
2008-09-14,labeled,17.2,23.5,20.35,3.6,2.8,82.0,79.0,1011.8,1007.4,18.0,19.3
2008-09-15,labeled,16.9,27.9,22.4,4.0,11.0,58.0,23.0,1009.7,1003.4,22.5,27.8
2008-09-16,labeled,12.3,19.8,16.05,0.0,11.3,30.0,25.0,1015.8,1016.5,14.3,19.5
2008-09-17,labeled,10.7,16.3,13.5,0.0,4.6,60.0,58.0,1026.4,1023.4,14.8,15.0
2008-09-18,labeled,9.4,19.4,14.4,0.0,10.1,63.0,61.0,1021.4,1016.2,15.7,18.3
2008-09-19,labeled,14.6,25.8,20.2,0.0,10.4,67.0,47.0,1015.8,1011.0,19.4,24.0
2008-09-20,labeled,18.8,32.8,25.8,0.0,10.9,46.0,17.0,1010.1,1005.9,25.8,31.6
2008-09-21,labeled,15.8,21.6,18.700000000000003,0.0,10.9,73.0,61.0,1019.8,1014.4,18.0,20.7
2008-09-22,labeled,13.2,29.8,21.5,0.0,7.5,64.0,33.0,1011.6,1007.0,19.1,27.6
2008-09-23,labeled,15.6,17.0,16.3,2.6,3.0,88.0,60.0,1015.5,1018.0,15.6,16.9
2008-09-24,labeled,9.7,18.6,14.15,2.2,11.1,60.0,50.0,1030.3,1028.6,16.2,17.5
2008-09-25,labeled,10.3,18.6,14.45,0.0,10.9,67.0,54.0,1031.6,1027.8,16.0,18.2
2008-09-26,labeled,11.3,22.2,16.75,0.0,11.4,56.0,53.0,1024.3,1018.4,17.9,21.6
2008-09-27,labeled,14.0,25.4,19.7,0.0,11.4,67.0,62.0,1021.6,1015.7,20.4,21.4
2008-09-28,labeled,19.8,32.9,26.35,0.0,8.4,35.0,62.0,1009.8,1007.1,25.4,21.5
2008-09-29,labeled,13.5,21.8,17.65,0.0,7.1,42.0,63.0,1013.8,1015.6,19.4,16.1
